source_uid,premise,hypothesis,label
6920,"Alexander Munro (26 tháng 10 năm 1825 – 1 tháng 1 năm 1871) là một nhà điêu khắc người Anh thuộc phong trào Tiền Raphaelite. Ông tập trung vào vẽ chân dung và tượng nhưng được biết đến nhiều nhất với nhóm nhân vật chịu ảnh hưởng của Rossetti ""Paolo và Francesca"" (1852), nhóm thường được coi là hình ảnh thu nhỏ của tác phẩm điêu khắc Tiền Raphaelite. Năm 1845","Nói cách khác, munro kết hôn với một phụ nữ Ý.",1
6921,Asko Concerto là bản concerto dành cho dàn nhạc thính phòng của nhà soạn nhạc người Mỹ Elliott Carter. Tác phẩm được ủy quyền bởi nhóm thính phòng Hà Lan Asko Ensemble mà tác phẩm được đặt tên. Nó được sáng tác vào tháng 1 năm 2000 và được trình diễn lần đầu tiên tại Concertgebouw Amsterdam vào ngày 26 tháng 4 năm 2000 bởi dàn nhạc Asko dưới sự chỉ huy của nhạc trưởng Oliver Knussen. Tác phẩm được dành tặng cho Asko/Schönberg.,Oliver Knussen và Asko/Schönberg chính là những người bạn tuyệt vời.,1
6922,"Album Issa là album phòng thu đầu tay của rapper người Mỹ 21 Savage. Album được phát hành vào ngày 7 tháng 7 năm 2017 bởi Slaughter Gang và Epic Records. Nó có sự tham gia sản xuất của cộng tác viên thường xuyên Metro Boomin cùng với Southside Pi'erre Bourne Zaytoven Wheezy DJ Mustard và chính 21 Savage. Nó thành công với EP hợp tác của 21 Savage với Metro Boomin Savage Mode"" (2016).","Nói cách khác, 21 Savage sẽ phát hành EP mới vào năm tới.",1
6923,"Jia Zhangke (sinh ngày 24 tháng 5 năm 1970) là đạo diễn và biên kịch phim người Trung Quốc. Ông thường được coi là nhân vật hàng đầu của phong trào ""Thế hệ thứ sáu"" của điện ảnh Trung Quốc, một nhóm bao gồm những nhân vật như Wang Xiaoshuai Lou Ye Wang Quan'an và Zhang Yuan.","Nói cách khác, zhangke đáng chú ý nhất với sự nghiệp đóng phim Nhật Bản.",2
6924,Kinky là album cùng tên của nhóm nhạc Mexico Kinky. Nó được phát hành vào ngày 26 tháng 3 năm 2002 trên Nettwerk. Bài hát nổi tiếng nhất Cornman là một phần nhạc nền của trò chơi điện tử PlayStation 3 LittleBigPlanet. Một bài hát khác của họ là Más được giới thiệu trong trò chơi điện tử PS2 SSX 3 và trong bộ phim Man on Fire năm 2004.,"Sự phổ biến của các bài hát Kinky có được liên quan đến việc chúng được xuất hiện trong trò chơi điện tử và phim, tuy nhiên nếu chúng không được xuất hiện trong tương lai thì mức độ phổ biến của chúng sẽ giảm dần.",1
6925,"Abeliophyllum cũng miseonnamu abeliophyllum trắng forsythia hoặc abelialeaf Hàn Quốc) là một chi thực vật có hoa đơn loài trong họ ô liu Oleaceae. Nó bao gồm một loài Abeliophyllum distichum Nakai đặc hữu của Hàn Quốc, nơi nó có nguy cơ tuyệt chủng trong tự nhiên chỉ xảy ra ở bảy địa điểm. Nó có họ hàng với Forsythia nhưng khác ở chỗ có hoa màu trắng chứ không phải màu vàng.","Nói cách khác, oleaceae bao gồm nhiều loài.",2
6926,"Piton là nhãn hiệu bia Pilsner đến từ đảo Saint Lucia do Windward & Leeward Brewing Limited, thuộc sở hữu của Heineken, sản xuất. Bia được đặt tên theo dãy núi Gros Piton và Petit Piton trên đảo. Nó được ủ lần đầu tiên vào ngày 7 tháng 10 năm 1992.","Nói cách khác, piton được đặt tên theo một hòn đảo.",0
6927,Đội bóng đá Boise State Broncos năm 1993 đã đại diện cho Đại học Bang Boise trong mùa giải bóng đá I-AA 1993 NCAA Division. Đội Broncos đã thi đấu trong Big Sky Conference và chơi các trận đấu trên sân nhà của họ trong khuôn viên trường Sân vận động Bronco ở Boise Idaho. Được dẫn dắt bởi huấn luyện viên trưởng năm thứ nhất Pokey Allen Boise State đã kết thúc mùa giải với tỷ số chung cuộc là 3–8 và 1–6 trong hội nghị.,Big Sky Conference có được sự góp mặt của nhiều đội thi đấu trong mùa giải 1993.,1
6928,"Alexandra Elizabeth Shiva là nhà sản xuất và đạo diễn phim người Mỹ. ""Bombay Eunuch"" là bộ phim đoạt giải năm 2001 của cô và vào năm 2015, cô đã trình chiếu ""How to Dance in Ohio"" tại Liên hoan phim Sundance trong Cuộc thi Phim tài liệu Hoa Kỳ. Shiva cũng thành lập một xưởng sản xuất tên là Gidalya Pictures.",Alexandra Elizabeth Shiva có được con.,1
6929,Asko Concerto là bản concerto dành cho dàn nhạc thính phòng của nhà soạn nhạc người Mỹ Elliott Carter. Tác phẩm được ủy quyền bởi nhóm thính phòng Hà Lan Asko Ensemble mà tác phẩm được đặt tên. Nó được sáng tác vào tháng 1 năm 2000 và được trình diễn lần đầu tiên tại Concertgebouw Amsterdam vào ngày 26 tháng 4 năm 2000 bởi dàn nhạc Asko dưới sự chỉ huy của nhạc trưởng Oliver Knussen. Tác phẩm được dành tặng cho Asko/Schönberg.,"Nói cách khác, asko Concerto đạt vị trí số 1 khi nó được phát hành.",1
6930,"Lịch sử thủ đô Ottawa của Canada được hình thành bởi các sự kiện như việc xây dựng kênh đào Rideau, ngành công nghiệp gỗ, việc lựa chọn Ottawa làm địa điểm thủ đô của Canada cũng như những ảnh hưởng và tương tác của Mỹ và châu Âu. Đến năm 1914, dân số Ottawa đã vượt quá 100.000 người và ngày nay đây là thủ đô của một quốc gia G7 có dân số đô thị vượt quá một triệu người.",Ottawa chính là thành phố lớn nhất ở Canada.,1
6931,"Cuộc bạo loạn nghệ thuật mới E.P. là một EP của ban nhạc alternative rock xứ Wales Manic Street Preachers. Được phát hành vào ngày 22 tháng 6 năm 1990 bởi hãng thu âm Damaged Goods, đây là bản phát hành đầu tiên của ban nhạc có sự góp mặt của đội hình bốn thành viên gồm James Dean Bradfield Nicky Wire Richey Edwards và Sean Moore.",Manic Street Preachers từng phát hành 6 album trước khi phát hành New Art Riot E.P.,1
6932,"Jia Zhangke (sinh ngày 24 tháng 5 năm 1970) là đạo diễn và biên kịch phim người Trung Quốc. Ông thường được coi là nhân vật hàng đầu của phong trào ""Thế hệ thứ sáu"" của điện ảnh Trung Quốc, một nhóm bao gồm những nhân vật như Wang Xiaoshuai Lou Ye Wang Quan'an và Zhang Yuan.",Zhangke không hề tham gia vào phong trào Thế hệ thứ sáu.,2
6933,Kinky là album cùng tên của nhóm nhạc Mexico Kinky. Nó được phát hành vào ngày 26 tháng 3 năm 2002 trên Nettwerk. Bài hát nổi tiếng nhất Cornman là một phần nhạc nền của trò chơi điện tử PlayStation 3 LittleBigPlanet. Một bài hát khác của họ là Más được giới thiệu trong trò chơi điện tử PS2 SSX 3 và trong bộ phim Man on Fire năm 2004.,LittleBigPlanet chỉ có được bài hát nổi tiếng nhất của Kinky.,1
6934,"Piton là nhãn hiệu bia Pilsner đến từ đảo Saint Lucia do Windward & Leeward Brewing Limited, thuộc sở hữu của Heineken, sản xuất. Bia được đặt tên theo dãy núi Gros Piton và Petit Piton trên đảo. Nó được ủ lần đầu tiên vào ngày 7 tháng 10 năm 1992.","Nói cách khác, piton được ủ lần đầu tiên vào những năm 90.",0
6935,"Mützig là nhãn hiệu bia thuộc sở hữu của Heineken và các công ty con và được sản xuất lần đầu vào năm 1810 bởi Alsace Pháp. Hiện tại nó là loại bia nhẹ ABV 5,5% có sẵn trong chai 65cl và 33cl. Nó có hương vị đậm đà, bao bì đặc biệt và là loại bia ủ địa phương cao cấp thành công nhất ở Trung Phi. Mützig được coi là thương hiệu hàng đầu của Châu Phi. Mutzig là loại bia cao cấp thành công nhất được tìm thấy ở Alsace","Nói cách khác, pháp.",1
6936,"Lịch sử thủ đô Ottawa của Canada được hình thành bởi các sự kiện như việc xây dựng kênh đào Rideau, ngành công nghiệp gỗ, việc lựa chọn Ottawa làm địa điểm thủ đô của Canada cũng như những ảnh hưởng và tương tác của Mỹ và châu Âu. Đến năm 1914, dân số Ottawa đã vượt quá 100.000 người và ngày nay đây là thủ đô của một quốc gia G7 có dân số đô thị vượt quá một triệu người.",Ottawa không phải chính là thủ đô đầu tiên của Canada.,1
6937,A New Kind of Army là một album punk rock do Anti-Flag phát hành lần đầu vào ngày 25 tháng 5 năm 1999. Nó được A-F Records phát hành lại vào ngày 19 tháng 10 năm 2004 và cũng là album duy nhất chỉ có Justin Sane là giọng ca chính. Tất cả các album khác đều có ít nhất một bài hát được hát bởi Andy Flag hoặc Chris #2.,Album cũng chính là album đầu tiên được phát hành sau cái chết của Andy Flag.,1
6938,"6 Interpretations là một EP của ban nhạc rock Weep của Thành phố New York, bao gồm các phiên bản phối lại của các bài hát từ EP đầu tay ""Never Ever"" năm 2008 và album đầu tay năm 2010 ""Worn Thin"". Nó được phát hành vào năm 2010 thông qua Projekt Records. Ca sĩ guitar và nhạc sĩ Doc Hammer đã nhận xét về sự kỳ lạ của ban nhạc gothic rock và shoegaze khi sản xuất một đĩa nhạc dance:",Weep từng lấy các bài hát từ hai album và kết hợp một số chúng để tạo thành một album phát hành năm 2010.,0
6939,"Alexandra Elizabeth Shiva là nhà sản xuất và đạo diễn phim người Mỹ. ""Bombay Eunuch"" là bộ phim đoạt giải năm 2001 của cô và vào năm 2015, cô đã trình chiếu ""How to Dance in Ohio"" tại Liên hoan phim Sundance trong Cuộc thi Phim tài liệu Hoa Kỳ. Shiva cũng thành lập một xưởng sản xuất tên là Gidalya Pictures.","Nói cách khác, alexandra Elizabeth Shiva quay nhiều phim tại xưởng sản xuất của riêng mình.",1
6940,"Lịch sử thủ đô Ottawa của Canada được hình thành bởi các sự kiện như việc xây dựng kênh đào Rideau, ngành công nghiệp gỗ, việc lựa chọn Ottawa làm địa điểm thủ đô của Canada cũng như những ảnh hưởng và tương tác của Mỹ và châu Âu. Đến năm 1914, dân số Ottawa đã vượt quá 100.000 người và ngày nay đây là thủ đô của một quốc gia G7 có dân số đô thị vượt quá một triệu người.","Nói cách khác, ottawa tiếp tục phát triển.",1
6941,"Jia Zhangke (sinh ngày 24 tháng 5 năm 1970) là đạo diễn và biên kịch phim người Trung Quốc. Ông thường được coi là nhân vật hàng đầu của phong trào ""Thế hệ thứ sáu"" của điện ảnh Trung Quốc, một nhóm bao gồm những nhân vật như Wang Xiaoshuai Lou Ye Wang Quan'an và Zhang Yuan.","Nói cách khác, sự nghiệp của Jia gắn liền với điện ảnh Mỹ.",2
6942,"Alexandra Elizabeth Shiva là nhà sản xuất và đạo diễn phim người Mỹ. ""Bombay Eunuch"" là bộ phim đoạt giải năm 2001 của cô và vào năm 2015, cô đã trình chiếu ""How to Dance in Ohio"" tại Liên hoan phim Sundance trong Cuộc thi Phim tài liệu Hoa Kỳ. Shiva cũng thành lập một xưởng sản xuất tên là Gidalya Pictures.",Alexandra Elizabeth Shiva chính là người gốc Ấn Độ.,1
6943,"Lancashire League là một giải đấu cạnh tranh của các câu lạc bộ cricket địa phương được rút ra từ các thị trấn nhà máy vừa và nhỏ, chủ yếu nhưng không chỉ ở Đông Lancashire. Tầm quan trọng thực sự của nó có lẽ là do lịch sử tuyển dụng các cầu thủ chuyên nghiệp có đẳng cấp quốc tế để chơi ở Liên đoàn.",Lancashire League có được các câu lạc bộ ở Ấn Độ.,1
6944,Kinky là album cùng tên của nhóm nhạc Mexico Kinky. Nó được phát hành vào ngày 26 tháng 3 năm 2002 trên Nettwerk. Bài hát nổi tiếng nhất Cornman là một phần nhạc nền của trò chơi điện tử PlayStation 3 LittleBigPlanet. Một bài hát khác của họ là Más được giới thiệu trong trò chơi điện tử PS2 SSX 3 và trong bộ phim Man on Fire năm 2004.,Corman chính là bài hát duy nhất trên LittleBigPlanet mà mọi người sẽ nhận ra.,1
6945,"John Arnold ""Johnny"" Logan (1 tháng 1 năm 1921 - 16 tháng 9 năm 1977) là một cầu thủ và huấn luyện viên bóng rổ chuyên nghiệp người Mỹ sinh ra ở Richmond Indiana. Một người bảo vệ cao 6'2"" chơi tại Đại học Indiana Logan đã chơi trong bốn mùa giải với St. Louis Bombers hiện không còn tồn tại và mùa thứ năm với Tri-Cities Blackhawks. Trong khi với Blackhawks, anh ấy đã phục vụ ba trận với tư cách là cầu thủ-huấn luyện viên tạm thời.","Nói cách khác, john Arnold ""Johnny"" Logan trở thành huấn luyện viên sau khi nghỉ chơi bóng rổ.",1
6946,Cao đẳng Immanuel là một trường Lutheran ở Adelaide Nam Úc. Đây là trường cao đẳng Lutheran duy nhất ở Adelaide có học sinh nội trú. Các trường chị em của nó bao gồm Cao đẳng Concordia ở Adelaide Johann-Sebastian-Bach-Gymnasium ở Windsbach Đức và Cao đẳng Kyushu Lutheran ở Kumamoto Nhật Bản.,"Nói cách khác, trường Cao đẳng Immanuel trở nên thành công đến mức người dân Úc yêu cầu họ mở thêm chi nhánh ở Adelaide.",1
6947,"The Living and the Dead là một bộ phim truyền hình ngắn tập kinh dị siêu nhiên của Anh do Ashley Pharoah và Matthew Graham tạo ra. Cốt truyện xoay quanh Nathan Appleby (do Colin Morgan thủ vai) và vợ anh ta là Charlotte Appleby (do Charlotte Spencer thủ vai), người có trang trại được cho là trung tâm của nhiều sự kiện siêu nhiên.",The Living and the Dead có bối cảnh chủ yếu chính là đô thị.,2
